Enzyme1	Enzyme2
ATR	ERBB4
AXL	ERBB4
BLK	ERBB4
BLVRA	ERBB4
BMPR1A	ERBB4
BMPR1B	ERBB4
BMX	ERBB4
BRAF	ERBB4
BRD2	ERBB4
BRD3	ERBB4
BRD4	ERBB4
BUB1	ERBB4
CAMK2A	ERBB4
CAMK2B	ERBB4
CAMK2D	ERBB4
CAMK2G	ERBB4
CAMK4	ERBB4
CAMKK2	ERBB4
CASK	ERBB4
CDC7	ERBB4
CDK10	ERBB4
CDK11A	ERBB4
CDK11B	ERBB4
CDK12	ERBB4
CDK13	ERBB4
CDK14	ERBB4
CDK16	ERBB4
CDK2	ERBB4
CDK4	ERBB4
CDK6	ERBB4
CDKL5	ERBB4
CLK2	ERBB4
CSK	ERBB4
DAPK2	ERBB4
DAPK3	ERBB4
DDR1	ERBB4
DDR2	ERBB4
DYRK1A	ERBB4
DYRK2	ERBB4
DYRK4	ERBB4
EGFR	ERBB4
EPHA10	ERBB4
EPHA3	ERBB4
EPHA4	ERBB4
EPHA5	ERBB4
EPHA7	ERBB4
EPHB1	ERBB4
EPHB2	ERBB4
EPHB3	ERBB4
EPHB4	ERBB4
ERBB2	ERBB4
ERBB3	ERBB4
FAM20C	ERBB4
FASTK	ERBB4
FGFR1	ERBB4
FGFR2	ERBB4
FGFR3	ERBB4
FGFR4	ERBB4
FGR	ERBB4
FLT1	ERBB4
FLT3	ERBB4
FYN	ERBB4
GAK	ERBB4
GSK3A	ERBB4
GSK3B	ERBB4
HCK	ERBB4
HER2	ERBB4
HER3	ERBB4
HER4	ERBB4
HIPK1	ERBB4
HIPK2	ERBB4
HIPK3	ERBB4
HSPA5	ERBB4
IGF1R	ERBB4
ILK	ERBB4
INSR	ERBB4
IRAK1	ERBB4
IRAK3	ERBB4
IRAK4	ERBB4
JAK1	ERBB4
JAK2	ERBB4
JAK3	ERBB4
KDR	ERBB4
KIT	ERBB4
KSR1	ERBB4
LATS1	ERBB4
LATS2	ERBB4
LIMK1	ERBB4
LIMK2	ERBB4
LTK	ERBB4
LYN	ERBB4
MAK	ERBB4
MAP2K1	ERBB4
MAP2K2	ERBB4
MAP2K3	ERBB4
MAP2K4	ERBB4
MAP2K5	ERBB4
MAP2K7	ERBB4
MAP3K1	ERBB4
MAP3K3	ERBB4
MAP3K5	ERBB4
MAPKAPK2	ERBB4
MAPKAPK3	ERBB4
MARK1	ERBB4
MARK2	ERBB4
MARK3	ERBB4
MAST2	ERBB4
MAST4	ERBB4
MELK	ERBB4
MET	ERBB4
MOK	ERBB4
MST4	ERBB4
MUSK	ERBB4
MYT1	ERBB4
NEK1	ERBB4
NEK11	ERBB4
NEK2	ERBB4
NEK4	ERBB4
NEK6	ERBB4
NEK7	ERBB4
NEK9	ERBB4
NIM1	ERBB4
NME2	ERBB4
NRK	ERBB4
NUAK1	ERBB4
OSR1	ERBB4
PAK1	ERBB4
PAK2	ERBB4
PAK3	ERBB4
PAK4	ERBB4
PAK6	ERBB4
PDGFRA	ERBB4
PDGFRB	ERBB4
PHKG1	ERBB4
PHKG2	ERBB4
PIK3CA	ERBB4
PIK3CB	ERBB4
PIK3CD	ERBB4
PIK3CG	ERBB4
PIKFYVE	ERBB4
PIM1	ERBB4
PIM2	ERBB4
PKD1	ERBB4
PKD2	ERBB4
PKN1	ERBB4
PLK1	ERBB4
PLK2	ERBB4
PRKX	ERBB4
PRKY	ERBB4
PSKH1	ERBB4
RAF1	ERBB4
RET	ERBB4
RIOK1	ERBB4
RIOK3	ERBB4
RIPK2	ERBB4
RIPK3	ERBB4
ROCK1	ERBB4
ROCK2	ERBB4
ROR2	ERBB4
RYK	ERBB4
SCYL3	ERBB4
SGK1	ERBB4
SGK2	ERBB4
SGK3	ERBB4
SIK1	ERBB4
SLK	ERBB4
SMG1	ERBB4
SNRK	ERBB4
SPEG	ERBB4
SRC	ERBB4
SRM	ERBB4
SRPK1	ERBB4
SRPK2	ERBB4
SYK	ERBB4
TAF1	ERBB4
TBCK	ERBB4
TGFBR1	ERBB4
TGFBR2	ERBB4
TGM2	ERBB4
TLK1	ERBB4
TNIK	ERBB4
TTK	ERBB4
TTN	ERBB4
TYK2	ERBB4
TYRO3	ERBB4
ULK1	ERBB4
ULK2	ERBB4
ULK4	ERBB4
VRK2	ERBB4
VRK3	ERBB4
WEE1	ERBB4
WNK1	ERBB4
WNK4	ERBB4
ZAP70	ERBB4
ERK2	ERK1
ERK3	ERK1
ERK3PS1	ERK1
ERK3PS2	ERK1
ERK3PS3	ERK1
ERK3PS4	ERK1
ERK4	ERK1
ERK5	ERK1
ERK7	ERK1
JNK1	ERK1
JNK2	ERK1
JNK3	ERK1
NLK	ERK1
P38A	ERK1
P38B	ERK1
P38D	ERK1
P38G	ERK1
ERK1	ERK2
ERK3	ERK2
ERK3PS1	ERK2
ERK3PS2	ERK2
ERK3PS3	ERK2
ERK3PS4	ERK2
ERK4	ERK2
ERK5	ERK2
ERK7	ERK2
JNK1	ERK2
JNK2	ERK2
JNK3	ERK2
NLK	ERK2
P38A	ERK2
P38B	ERK2
P38D	ERK2
P38G	ERK2
ERK1	ERK3
ERK2	ERK3
ERK3PS1	ERK3
ERK3PS2	ERK3
ERK3PS3	ERK3
ERK3PS4	ERK3
ERK4	ERK3
ERK5	ERK3
ERK7	ERK3
JNK1	ERK3
JNK2	ERK3
JNK3	ERK3
NLK	ERK3
P38A	ERK3
P38B	ERK3
P38D	ERK3
P38G	ERK3
ERK1	ERK3PS1
ERK2	ERK3PS1
ERK3	ERK3PS1
ERK3PS2	ERK3PS1
ERK3PS3	ERK3PS1
ERK3PS4	ERK3PS1
ERK4	ERK3PS1
ERK5	ERK3PS1
ERK7	ERK3PS1
JNK1	ERK3PS1
JNK2	ERK3PS1
JNK3	ERK3PS1
NLK	ERK3PS1
P38A	ERK3PS1
P38B	ERK3PS1
P38D	ERK3PS1
P38G	ERK3PS1
ERK1	ERK3PS2
ERK2	ERK3PS2
ERK3	ERK3PS2
ERK3PS1	ERK3PS2
ERK3PS3	ERK3PS2
ERK3PS4	ERK3PS2
ERK4	ERK3PS2
ERK5	ERK3PS2
ERK7	ERK3PS2
JNK1	ERK3PS2
JNK2	ERK3PS2
JNK3	ERK3PS2
NLK	ERK3PS2
P38A	ERK3PS2
P38B	ERK3PS2
P38D	ERK3PS2
P38G	ERK3PS2
ERK1	ERK3PS3
ERK2	ERK3PS3
ERK3	ERK3PS3
ERK3PS1	ERK3PS3
ERK3PS2	ERK3PS3
ERK3PS4	ERK3PS3
ERK4	ERK3PS3
ERK5	ERK3PS3
ERK7	ERK3PS3
JNK1	ERK3PS3
JNK2	ERK3PS3
JNK3	ERK3PS3
NLK	ERK3PS3
P38A	ERK3PS3
P38B	ERK3PS3
P38D	ERK3PS3
P38G	ERK3PS3
ERK1	ERK3PS4
ERK2	ERK3PS4
ERK3	ERK3PS4
ERK3PS1	ERK3PS4
ERK3PS2	ERK3PS4
ERK3PS3	ERK3PS4
ERK4	ERK3PS4
ERK5	ERK3PS4
ERK7	ERK3PS4
JNK1	ERK3PS4
JNK2	ERK3PS4
JNK3	ERK3PS4
NLK	ERK3PS4
P38A	ERK3PS4
P38B	ERK3PS4
P38D	ERK3PS4
P38G	ERK3PS4
ERK1	ERK4
ERK2	ERK4
ERK3	ERK4
ERK3PS1	ERK4
ERK3PS2	ERK4
ERK3PS3	ERK4
ERK3PS4	ERK4
ERK5	ERK4
ERK7	ERK4
JNK1	ERK4
JNK2	ERK4
JNK3	ERK4
NLK	ERK4
P38A	ERK4
P38B	ERK4
P38D	ERK4
P38G	ERK4
ERK1	ERK5
ERK2	ERK5
ERK3	ERK5
ERK3PS1	ERK5
ERK3PS2	ERK5
ERK3PS3	ERK5
ERK3PS4	ERK5
ERK4	ERK5
ERK7	ERK5
JNK1	ERK5
JNK2	ERK5
JNK3	ERK5
NLK	ERK5
P38A	ERK5
P38B	ERK5
P38D	ERK5
P38G	ERK5
ERK1	ERK7
ERK2	ERK7
ERK3	ERK7
ERK3PS1	ERK7
ERK3PS2	ERK7
ERK3PS3	ERK7
ERK3PS4	ERK7
ERK4	ERK7
ERK5	ERK7
JNK1	ERK7
JNK2	ERK7
JNK3	ERK7
NLK	ERK7
P38A	ERK7
P38B	ERK7
P38D	ERK7
P38G	ERK7
PYK2	FAK
AAK1	FAM20C
ABL1	FAM20C
ACTR2	FAM20C
ADCK3	FAM20C
AKT1	FAM20C
AKT2	FAM20C
AKT3	FAM20C
ATM	FAM20C
AXL	FAM20C
BRSK1	FAM20C
BRSK2	FAM20C
BUB1	FAM20C
CAMK1G	FAM20C
CAMK2A	FAM20C
CAMK2B	FAM20C
CAMK2G	FAM20C
CAMKK1	FAM20C
CDC7	FAM20C
CDK10	FAM20C
CDK11A	FAM20C
CDK14	FAM20C
CDK16	FAM20C
CDK20	FAM20C
CDK6	FAM20C
CDKL3	FAM20C
CLK4	FAM20C
DAPK1	FAM20C
DAPK2	FAM20C
DAPK3	FAM20C
DDR1	FAM20C
DYRK1A	FAM20C
DYRK2	FAM20C
EGFR	FAM20C
ENPP3	FAM20C
EPHA1	FAM20C
EPHA2	FAM20C
EPHA8	FAM20C
ERBB2	FAM20C
ERBB3	FAM20C
ERBB4	FAM20C
FER	FAM20C
FGFR1	FAM20C
FGFR2	FAM20C
FGFR4	FAM20C
FGR	FAM20C
FLT1	FAM20C
FLT4	FAM20C
GSK3A	FAM20C
HIPK2	FAM20C
HSPA5	FAM20C
ICK	FAM20C
IGF1R	FAM20C
IRAK2	FAM20C
JAK2	FAM20C
KDR	FAM20C
LATS2	FAM20C
LCK	FAM20C
LIMK2	FAM20C
LRRK1	FAM20C
LTK	FAM20C
LYN	FAM20C
MAK	FAM20C
MAP3K3	FAM20C
MAP3K4	FAM20C
MAP3K8	FAM20C
MAP4K4	FAM20C
MAPKAPK2	FAM20C
MAPKAPK3	FAM20C
MARK1	FAM20C
MARK2	FAM20C
MAST4	FAM20C
MET	FAM20C
MST1	FAM20C
MYO3A	FAM20C
NEK3	FAM20C
NEK6	FAM20C
NRBP2	FAM20C
NUAK1	FAM20C
OSR1	FAM20C
PAK3	FAM20C
PAK4	FAM20C
PDGFRA	FAM20C
PIK3CD	FAM20C
PIM1	FAM20C
PIM2	FAM20C
PINK1	FAM20C
PKD2	FAM20C
PLK1	FAM20C
PLK2	FAM20C
RET	FAM20C
RIOK3	FAM20C
RIPK1	FAM20C
RIPK3	FAM20C
RNASEL	FAM20C
ROCK2	FAM20C
ROR1	FAM20C
SCYL3	FAM20C
SGK1	FAM20C
SGK223	FAM20C
SGK3	FAM20C
SIK1	FAM20C
SNRK	FAM20C
STK33	FAM20C
TBK1	FAM20C
TESK1	FAM20C
TGFBR2	FAM20C
TGM2	FAM20C
TIE1	FAM20C
TLK1	FAM20C
TNK1	FAM20C
TRIO	FAM20C
TSSK4	FAM20C
TYK2	FAM20C
VRK2	FAM20C
VRK3	FAM20C
WEE1	FAM20C
WNK1	FAM20C
WNK2	FAM20C
AAK1	FASTK
ABL1	FASTK
ABL2	FASTK
ACTR2	FASTK
ADCK1	FASTK
ADCK3	FASTK
AKT1	FASTK
ALK	FASTK
ATM	FASTK
ATR	FASTK
AXL	FASTK
BAZ1B	FASTK
BCKDK	FASTK
BCR	FASTK
BMPR1A	FASTK
BMPR2	FASTK
BRAF	FASTK
BRD2	FASTK
BRD4	FASTK
BTK	FASTK
BUB1	FASTK
CAMK2D	FASTK
CAMK2G	FASTK
CAMKK1	FASTK
CASK	FASTK
CDC7	FASTK
CDK11A	FASTK
CDK16	FASTK
CDK2	FASTK
CDK20	FASTK
CDK4	FASTK
CDK5	FASTK
CDK6	FASTK
CDK7	FASTK
CDK8	FASTK
CLK2	FASTK
CLK4	FASTK
COL4A3BP	FASTK
CSNK2B	FASTK
DDR1	FASTK
DDR2	FASTK
DYRK1A	FASTK
EEF2K	FASTK
EGFR	FASTK
EPHA1	FASTK
EPHA2	FASTK
EPHA4	FASTK
EPHB4	FASTK
ERBB2	FASTK
ERBB4	FASTK
FER	FASTK
FES	FASTK
FGFR1	FASTK
FGFR3	FASTK
FGFR4	FASTK
FYN	FASTK
GAK	FASTK
GSK3B	FASTK
HIPK2	FASTK
HSPA5	FASTK
ICK	FASTK
IGF1R	FASTK
IRAK1	FASTK
IRAK3	FASTK
JAK1	FASTK
KSR1	FASTK
LATS1	FASTK
LIMK1	FASTK
LIMK2	FASTK
LYN	FASTK
MAP2K1	FASTK
MAP2K3	FASTK
MAP2K5	FASTK
MAP2K7	FASTK
MAP3K1	FASTK
MAP3K2	FASTK
MAP3K4	FASTK
MAP3K5	FASTK
MAP3K7	FASTK
MAP4K4	FASTK
MAPKAPK2	FASTK
MAPKAPK5	FASTK
MARK3	FASTK
MAST2	FASTK
MAST4	FASTK
MASTL	FASTK
MET	FASTK
MST1	FASTK
NEK1	FASTK
NEK2	FASTK
NEK3	FASTK
NEK7	FASTK
NLK	FASTK
NME1	FASTK
NME2	FASTK
OSR1	FASTK
PAK1	FASTK
PAK3	FASTK
PAK6	FASTK
PASK	FASTK
PBK	FASTK
PDGFRA	FASTK
PDGFRB	FASTK
PDK1	FASTK
PIK3CA	FASTK
PIK3CD	FASTK
PIM1	FASTK
PKD2	FASTK
PKN3	FASTK
PLK1	FASTK
PLK2	FASTK
PLK4	FASTK
RAF1	FASTK
RIOK3	FASTK
RIPK1	FASTK
RIPK2	FASTK
ROCK1	FASTK
ROCK2	FASTK
ROR1	FASTK
ROR2	FASTK
RYK	FASTK
SCYL1	FASTK
SGK1	FASTK
SGK196	FASTK
SIK1	FASTK
SLK	FASTK
SPEG	FASTK
SRC	FASTK
SRPK2	FASTK
SYK	FASTK
TBK1	FASTK
TEC	FASTK
TGM2	FASTK
TIE1	FASTK
TLK1	FASTK
TLK2	FASTK
TRIO	FASTK
TRRAP	FASTK
ULK1	FASTK
VRK1	FASTK
VRK3	FASTK
WEE1	FASTK
WNK1	FASTK
AAK1	FER
ABL2	FER
ACTR2	FER
ADCK1	FER
ADCK3	FER
AKT1	FER
AKT2	FER
AKT3	FER
ARAF	FER
ATM	FER
ATR	FER
AXL	FER
BAZ1B	FER
BCKDK	FER
BCR	FER
BLK	FER
BLVRA	FER
BMPR1A	FER
BMPR2	FER
BRAF	FER
BRD4	FER
BTK	FER
BUB1	FER
CAMK2B	FER
CAMK2D	FER
CAMK2G	FER
CAMKK2	FER
CASK	FER
CDC7	FER
CDK10	FER
CDK13	FER
CDK16	FER
CDK2	FER
CDK4	FER
CDK6	FER
CDK7	FER
CDK8	FER
CDK9	FER
CDKL3	FER
CDKL5	FER
CLK4	FER
COL4A3BP	FER
CSK	FER
CSNK2B	FER
DAPK1	FER
DAPK2	FER
DAPK3	FER
DDR1	FER
DDR2	FER
DYRK1A	FER
DYRK2	FER
DYRK3	FER
EEF2K	FER
EGFR	FER
EPHA1	FER
EPHA2	FER
EPHA3	FER
EPHA4	FER
EPHA6	FER
EPHB3	FER
EPHB4	FER
ERBB2	FER
ERBB3	FER
FAM20C	FER
FASTK	FER
FERPS	FER
FES	FER
FGFR1	FER
FGFR2	FER
FGFR3	FER
FGFR4	FER
FGR	FER
FLT1	FER
FRK	FER
FYN	FER
GSK3A	FER
GSK3B	FER
HCK	FER
HIPK1	FER
HIPK2	FER
ICK	FER
IGF1R	FER
ILK	FER
INSR	FER
IRAK2	FER
ITK	FER
JAK2	FER
JAK3	FER
KDR	FER
KIT	FER
KSR2	FER
LATS1	FER
LCK	FER
LIMK1	FER
LIMK2	FER
LRRK1	FER
LTK	FER
LYN	FER
MAP2K1	FER
MAP2K2	FER
MAP2K4	FER
MAP2K6	FER
MAP2K7	FER
MAP3K1	FER
MAP3K2	FER
MAP3K4	FER
MAP3K5	FER
MAP3K6	FER
MAP3K7	FER
MAP3K8	FER
MAP4K4	FER
MAPKAPK2	FER
MARK2	FER
MARK3	FER
MAST3	FER
MAST4	FER
MET	FER
MLKL	FER
MOK	FER
MOS	FER
MST4	FER
NEK10	FER
NEK11	FER
NEK2	FER
NEK3	FER
NEK7	FER
NLK	FER
NRBP2	FER
NUAK1	FER
NUAK2	FER
OBSCN	FER
OSR1	FER
PAK1	FER
PAK2	FER
PAK3	FER
PAK6	FER
PASK	FER
PBK	FER
PDGFRA	FER
PDGFRB	FER
PDK1	FER
PIK3CA	FER
PIK3CD	FER
PIKFYVE	FER
PIM1	FER
PINK1	FER
PKD1	FER
PKD2	FER
PKN1	FER
PKN3	FER
PLK1	FER
PLK2	FER
PLK4	FER
RAF1	FER
RET	FER
RIOK2	FER
RIOK3	FER
RIPK1	FER
RNASEL	FER
ROCK1	FER
ROCK2	FER
ROR1	FER
RYK	FER
SGK1	FER
SGK196	FER
SGK3	FER
SGK494	FER
SLK	FER
SMG1	FER
SPEG	FER
SRC	FER
SRPK2	FER
SYK	FER
TBK1	FER
TEC	FER
TESK2	FER
TGFBR1	FER
TGFBR2	FER
TGM2	FER
TRIO	FER
TTK	FER
TTN	FER
TYK2	FER
ULK1	FER
ULK2	FER
VRK1	FER
VRK3	FER
WEE1	FER
WNK1	FER
WNK4	FER
ZAK	FER
FER	FERPS
FES	FERPS
AAK1	FES
ABL1	FES
ABL2	FES
ACTR2	FES
ADCK3	FES
AKT1	FES
AKT2	FES
AKT3	FES
AXL	FES
BCR	FES
BLVRA	FES
BMX	FES
BRAF	FES
BRSK2	FES
BUB1	FES
CAMK4	FES
CAMKK1	FES
CAMKK2	FES
CDC7	FES
CDK11A	FES
CDK16	FES
CDK19	FES
CDK2	FES
CDK20	FES
CDK4	FES
CDK5	FES
CDK8	FES
CSNK2B	FES
DAPK2	FES
DYRK2	FES
DYRK3	FES
DYRK4	FES
EGFR	FES
ENPP3	FES
EPHA1	FES
EPHA2	FES
EPHA3	FES
EPHA4	FES
EPHA5	FES
EPHA6	FES
EPHA7	FES
EPHA8	FES
EPHB1	FES
EPHB2	FES
EPHB3	FES
EPHB4	FES
EPHB6	FES
ERBB2	FES
FASTK	FES
FER	FES
FERPS	FES
FGFR1	FES
FGFR3	FES
FGFR4	FES
FLT1	FES
FLT3	FES
FYN	FES
GCK	FES
GSK3A	FES
GSK3B	FES
HCK	FES
HIPK2	FES
IGF1R	FES
INSR	FES
IRAK1	FES
IRAK2	FES
IRAK3	FES
JAK1	FES
JAK2	FES
JAK3	FES
KDR	FES
KIT	FES
LCK	FES
LIMK1	FES
LIMK2	FES
LRRK1	FES
LYN	FES
MAP2K1	FES
MAP2K2	FES
MAP2K3	FES
MAP2K5	FES
MAP2K6	FES
MAP3K5	FES
MAP3K8	FES
MAPKAPK2	FES
MAPKAPK3	FES
MARK2	FES
MAST2	FES
MET	FES
MLKL	FES
NEK4	FES
NEK7	FES
NRBP2	FES
OSR1	FES
PAK1	FES
PAK2	FES
PAK3	FES
PAK4	FES
PAK6	FES
PDGFRB	FES
PIK3CA	FES
PIK3CB	FES
PIK3CG	FES
PIM3	FES
PKN3	FES
PLK2	FES
PLK3	FES
PRKAB1	FES
PRKX	FES
RAF1	FES
RIOK2	FES
RIPK2	FES
RIPK3	FES
ROCK1	FES
ROCK2	FES
ROR2	FES
RYK	FES
SGK1	FES
SGK196	FES
SLK	FES
SPEG	FES
SRC	FES
SRM	FES
SYK	FES
TEC	FES
TGFBR1	FES
TGFBR2	FES
TRIO	FES
TRRAP	FES
TTK	FES
TTN	FES
TXK	FES
TYRO3	FES
ULK3	FES
VRK1	FES
WNK4	FES
ZAK	FES
AAK1	FGFR1
ABL1	FGFR1
ABL2	FGFR1
ACTR2	FGFR1
ADCK1	FGFR1
ADCK3	FGFR1
AKT1	FGFR1
AKT2	FGFR1
AKT3	FGFR1
ALK	FGFR1
ARAF	FGFR1
ATM	FGFR1
AXL	FGFR1
BCKDK	FGFR1
BCR	FGFR1
BLK	FGFR1
BLVRA	FGFR1
BMPR1A	FGFR1
BMPR1B	FGFR1
BMPR2	FGFR1
BRAF	FGFR1
BRD2	FGFR1
BRD3	FGFR1
BRD4	FGFR1
BRDT	FGFR1
BRSK2	FGFR1
BUB1	FGFR1
CAMK2A	FGFR1
CAMK2B	FGFR1
CAMK2D	FGFR1
CAMK2G	FGFR1
CAMK4	FGFR1
CAMKK2	FGFR1
CASK	FGFR1
CDC7	FGFR1
CDK10	FGFR1
CDK11A	FGFR1
CDK12	FGFR1
CDK13	FGFR1
CDK14	FGFR1
CDK16	FGFR1
CDK19	FGFR1
CDK2	FGFR1
CDK20	FGFR1
CDK3	FGFR1
CDK4	FGFR1
CDK5	FGFR1
CDK6	FGFR1
CDK7	FGFR1
CDK8	FGFR1
CDK9	FGFR1
CDKL1	FGFR1
CDKL3	FGFR1
CLK1	FGFR1
CLK4	FGFR1
COL4A3BP	FGFR1
CSK	FGFR1
CSNK2B	FGFR1
DAPK1	FGFR1
DAPK2	FGFR1
DAPK3	FGFR1
DDR1	FGFR1
DDR2	FGFR1
DYRK1A	FGFR1
DYRK2	FGFR1
DYRK3	FGFR1
DYRK4	FGFR1
EEF2K	FGFR1
EGFR	FGFR1
EPHA1	FGFR1
EPHA10	FGFR1
EPHA2	FGFR1
EPHA3	FGFR1
EPHA4	FGFR1
EPHA5	FGFR1
EPHA6	FGFR1
EPHA7	FGFR1
EPHA8	FGFR1
EPHB1	FGFR1
EPHB2	FGFR1
EPHB3	FGFR1
EPHB4	FGFR1
EPHB6	FGFR1
ERBB2	FGFR1
ERBB3	FGFR1
ERBB4	FGFR1
FAM20C	FGFR1
FASTK	FGFR1
FER	FGFR1
FES	FGFR1
FGFR2	FGFR1
FGFR3	FGFR1
FGFR4	FGFR1
FGR	FGFR1
FLT1	FGFR1
FLT3	FGFR1
FLT4	FGFR1
FRK	FGFR1
FYN	FGFR1
GAK	FGFR1
GCK	FGFR1
GSK3A	FGFR1
GSK3B	FGFR1
HCK	FGFR1
HIPK1	FGFR1
HIPK2	FGFR1
HIPK3	FGFR1
HSPA5	FGFR1
ICK	FGFR1
IGF1R	FGFR1
INSR	FGFR1
IRAK1	FGFR1
IRAK2	FGFR1
IRAK3	FGFR1
IRAK4	FGFR1
ITK	FGFR1
JAK1	FGFR1
JAK2	FGFR1
JAK3	FGFR1
KDR	FGFR1
KIT	FGFR1
KSR1	FGFR1
LATS1	FGFR1
LATS2	FGFR1
LCK	FGFR1
LIMK1	FGFR1
LIMK2	FGFR1
LTK	FGFR1
LYN	FGFR1
MAK	FGFR1
MAP2K1	FGFR1
MAP2K2	FGFR1
MAP2K3	FGFR1
MAP2K4	FGFR1
MAP2K5	FGFR1
MAP2K6	FGFR1
MAP2K7	FGFR1
MAP3K1	FGFR1
MAP3K2	FGFR1
MAP3K3	FGFR1
MAP3K4	FGFR1
MAP3K5	FGFR1
MAP3K6	FGFR1
MAP3K7	FGFR1
MAP3K8	FGFR1
MAP4K4	FGFR1
MAPKAPK2	FGFR1
MAPKAPK3	FGFR1
MAPKAPK5	FGFR1
MARK2	FGFR1
MARK3	FGFR1
MARK4	FGFR1
MAST1	FGFR1
MAST2	FGFR1
MAST4	FGFR1
MELK	FGFR1
MET	FGFR1
MOS	FGFR1
MST1	FGFR1
MYO3A	FGFR1
MYT1	FGFR1
NEK1	FGFR1
NEK2	FGFR1
NEK3	FGFR1
NEK4	FGFR1
NEK7	FGFR1
NEK9	FGFR1
NLK	FGFR1
NME1	FGFR1
NME2	FGFR1
NRBP1	FGFR1
NRBP2	FGFR1
OSR1	FGFR1
PAK1	FGFR1
PAK2	FGFR1
PAK3	FGFR1
PAK4	FGFR1
PAK6	FGFR1
PASK	FGFR1
PBK	FGFR1
PDGFRA	FGFR1
PDGFRB	FGFR1
PDK1	FGFR1
PIK3CA	FGFR1
PIK3CB	FGFR1
PIK3CD	FGFR1
PIK3CG	FGFR1
PIK3R4	FGFR1
PIKFYVE	FGFR1
PIM1	FGFR1
PIM2	FGFR1
PIM3	FGFR1
PKD1	FGFR1
PKD2	FGFR1
PKN1	FGFR1
PKN3	FGFR1
PLK1	FGFR1
PLK2	FGFR1
PLK3	FGFR1
PLK4	FGFR1
PRKAB1	FGFR1
PRKX	FGFR1
PSKH1	FGFR1
RAF1	FGFR1
RET	FGFR1
RIOK1	FGFR1
RIOK3	FGFR1
RIPK1	FGFR1
RIPK2	FGFR1
RIPK3	FGFR1
RNASEL	FGFR1
ROCK1	FGFR1
ROCK2	FGFR1
ROR1	FGFR1
ROR2	FGFR1
RYK	FGFR1
SCYL3	FGFR1
SGK1	FGFR1
SGK196	FGFR1
SGK2	FGFR1
SGK223	FGFR1
SGK3	FGFR1
SGK494	FGFR1
SIK1	FGFR1
SLK	FGFR1
SMG1	FGFR1
SNRK	FGFR1
SPEG	FGFR1
SRC	FGFR1
SRM	FGFR1
SRPK1	FGFR1
SRPK2	FGFR1
SYK	FGFR1
TAF1	FGFR1
TBK1	FGFR1
TEC	FGFR1
TGFBR1	FGFR1
TGFBR2	FGFR1
TGM2	FGFR1
TIE1	FGFR1
TLK1	FGFR1
TLK2	FGFR1
TNIK	FGFR1
TRIO	FGFR1
TRRAP	FGFR1
TTBK2	FGFR1
TTK	FGFR1
TTN	FGFR1
TYK2	FGFR1
ULK1	FGFR1
ULK2	FGFR1
VRK1	FGFR1
VRK2	FGFR1
VRK3	FGFR1
WEE1	FGFR1
WNK1	FGFR1
ZAK	FGFR1
ZAP70	FGFR1
AAK1	FGFR2
ABL1	FGFR2
ABL2	FGFR2
ACTR2	FGFR2
ADCK3	FGFR2
ADCK4	FGFR2
AKT1	FGFR2
AKT2	FGFR2
AKT3	FGFR2
ALK	FGFR2
ARAF	FGFR2
ATM	FGFR2
AXL	FGFR2
BAZ1B	FGFR2
BCR	FGFR2
BLVRA	FGFR2
BMPR1A	FGFR2
BMPR1B	FGFR2
BRAF	FGFR2
BRD2	FGFR2
BRD3	FGFR2
BRD4	FGFR2
BRSK1	FGFR2
BUB1	FGFR2
CAMK2A	FGFR2
CAMK2B	FGFR2
CAMK2D	FGFR2
CAMK2G	FGFR2
CAMK4	FGFR2
CAMKK2	FGFR2
CASK	FGFR2
CDC7	FGFR2
CDK12	FGFR2
CDK13	FGFR2
CDK14	FGFR2
CDK16	FGFR2
CDK19	FGFR2
CDK2	FGFR2
CDK4	FGFR2
CDK5	FGFR2
CDK6	FGFR2
CDK7	FGFR2
CDK8	FGFR2
CDKL3	FGFR2
CDKL5	FGFR2
CLK1	FGFR2
CLK2	FGFR2
COL4A3BP	FGFR2
CSK	FGFR2
DAPK1	FGFR2
DAPK2	FGFR2
DAPK3	FGFR2
DDR1	FGFR2
DDR2	FGFR2
DYRK1A	FGFR2
DYRK2	FGFR2
DYRK3	FGFR2
DYRK4	FGFR2
EEF2K	FGFR2
EGFR	FGFR2
ENPP3	FGFR2
EPHA1	FGFR2
EPHA10	FGFR2
EPHA2	FGFR2
EPHA3	FGFR2
EPHA4	FGFR2
EPHA5	FGFR2
EPHA6	FGFR2
EPHA7	FGFR2
EPHA8	FGFR2
EPHB1	FGFR2
EPHB2	FGFR2
EPHB3	FGFR2
EPHB4	FGFR2
EPHB6	FGFR2
ERBB2	FGFR2
ERBB3	FGFR2
ERBB4	FGFR2
FAM20C	FGFR2
FER	FGFR2
FGFR1	FGFR2
FGFR3	FGFR2
FGFR4	FGFR2
FGR	FGFR2
FLT1	FGFR2
FLT3	FGFR2
FLT4	FGFR2
FRK	FGFR2
FYN	FGFR2
GSK3A	FGFR2
GSK3B	FGFR2
GTF2F1	FGFR2
HCK	FGFR2
HIPK1	FGFR2
HIPK2	FGFR2
HIPK3	FGFR2
HSPA5	FGFR2
HUNK	FGFR2
ICK	FGFR2
IGF1R	FGFR2
ILK	FGFR2
INSR	FGFR2
IRAK1	FGFR2
IRAK3	FGFR2
IRAK4	FGFR2
ITK	FGFR2
JAK1	FGFR2
