Enzyme1	Enzyme2
NEK6	PDGFRB
NEK7	PDGFRB
NEK9	PDGFRB
NLK	PDGFRB
NME1	PDGFRB
NRBP2	PDGFRB
NUAK1	PDGFRB
OSR1	PDGFRB
PAK1	PDGFRB
PAK2	PDGFRB
PAK3	PDGFRB
PAK4	PDGFRB
PAK6	PDGFRB
PASK	PDGFRB
PBK	PDGFRB
PDGFRA	PDGFRB
PDK1	PDGFRB
PHKG1	PDGFRB
PHKG2	PDGFRB
PIK3CA	PDGFRB
PIK3CB	PDGFRB
PIK3CD	PDGFRB
PIK3CG	PDGFRB
PIK3R4	PDGFRB
PIKFYVE	PDGFRB
PIM1	PDGFRB
PIM2	PDGFRB
PIM3	PDGFRB
PKD1	PDGFRB
PKD2	PDGFRB
PKN1	PDGFRB
PLK1	PDGFRB
PLK2	PDGFRB
PLK3	PDGFRB
PLK4	PDGFRB
PRKAB1	PDGFRB
PRKX	PDGFRB
PSKH1	PDGFRB
RAF1	PDGFRB
RET	PDGFRB
RIOK1	PDGFRB
RIOK2	PDGFRB
RIOK3	PDGFRB
RIPK1	PDGFRB
RIPK3	PDGFRB
RNASEL	PDGFRB
ROCK1	PDGFRB
ROCK2	PDGFRB
ROR1	PDGFRB
ROR2	PDGFRB
RYK	PDGFRB
SCYL1	PDGFRB
SCYL2	PDGFRB
SGK1	PDGFRB
SGK196	PDGFRB
SGK2	PDGFRB
SGK223	PDGFRB
SIK1	PDGFRB
SLK	PDGFRB
SMG1	PDGFRB
SNRK	PDGFRB
SPEG	PDGFRB
SRC	PDGFRB
SRM	PDGFRB
SRPK1	PDGFRB
SRPK2	PDGFRB
SYK	PDGFRB
TBCK	PDGFRB
TEC	PDGFRB
TESK1	PDGFRB
TGFBR1	PDGFRB
TGFBR2	PDGFRB
TGM2	PDGFRB
TIE1	PDGFRB
TRIO	PDGFRB
TTK	PDGFRB
TTN	PDGFRB
TYK2	PDGFRB
TYRO3	PDGFRB
ULK1	PDGFRB
ULK2	PDGFRB
VRK1	PDGFRB
VRK2	PDGFRB
VRK3	PDGFRB
WEE1	PDGFRB
WNK1	PDGFRB
ZAK	PDGFRB
ZAP70	PDGFRB
BCKDK	PDHK1
PDHK2	PDHK1
PDHK3	PDHK1
PDHK4	PDHK1
BCKDK	PDHK2
PDHK1	PDHK2
PDHK3	PDHK2
PDHK4	PDHK2
BCKDK	PDHK3
PDHK1	PDHK3
PDHK2	PDHK3
PDHK4	PDHK3
BCKDK	PDHK4
PDHK1	PDHK4
PDHK2	PDHK4
PDHK3	PDHK4
AAK1	PDK1
ABL1	PDK1
ABL2	PDK1
ACTR2	PDK1
ADCK1	PDK1
ADCK2	PDK1
ADCK3	PDK1
ADCK4	PDK1
AKT1	PDK1
AKT2	PDK1
AKT3	PDK1
ALK	PDK1
ATM	PDK1
ATR	PDK1
AXL	PDK1
BAZ1B	PDK1
BCKDK	PDK1
BCR	PDK1
BLK	PDK1
BLVRA	PDK1
BMPR1A	PDK1
BMPR2	PDK1
BRAF	PDK1
BRD2	PDK1
BRD3	PDK1
BRD4	PDK1
BRSK1	PDK1
BTK	PDK1
BUB1	PDK1
CAMK1D	PDK1
CAMK2D	PDK1
CAMK2G	PDK1
CAMK4	PDK1
CAMKK2	PDK1
CASK	PDK1
CDC7	PDK1
CDK10	PDK1
CDK11B	PDK1
CDK12	PDK1
CDK13	PDK1
CDK14	PDK1
CDK16	PDK1
CDK19	PDK1
CDK2	PDK1
CDK4	PDK1
CDK5	PDK1
CDK6	PDK1
CDK7	PDK1
CDK9	PDK1
CDKL1	PDK1
CDKL3	PDK1
CDKL5	PDK1
CLK1	PDK1
CLK2	PDK1
CLK3	PDK1
CLK4	PDK1
COL4A3BP	PDK1
CSK	PDK1
DAPK1	PDK1
DAPK2	PDK1
DAPK3	PDK1
DDR1	PDK1
DDR2	PDK1
DYRK1A	PDK1
DYRK1B	PDK1
DYRK2	PDK1
DYRK3	PDK1
EEF2K	PDK1
EGFR	PDK1
ENPP3	PDK1
EPHA1	PDK1
EPHA2	PDK1
EPHA3	PDK1
EPHA4	PDK1
EPHA5	PDK1
EPHA7	PDK1
EPHB2	PDK1
EPHB3	PDK1
EPHB4	PDK1
ERBB2	PDK1
FASTK	PDK1
FER	PDK1
FGFR1	PDK1
FGFR2	PDK1
FGFR3	PDK1
FGR	PDK1
FLT1	PDK1
FLT3	PDK1
FRK	PDK1
FYN	PDK1
GAK	PDK1
GCK	PDK1
GSK3A	PDK1
GSK3B	PDK1
HCK	PDK1
HIPK2	PDK1
HIPK3	PDK1
HSPA5	PDK1
HUNK	PDK1
ICK	PDK1
IGF1R	PDK1
ILK	PDK1
INSR	PDK1
IRAK1	PDK1
IRAK2	PDK1
IRAK3	PDK1
IRAK4	PDK1
ITK	PDK1
JAK1	PDK1
JAK2	PDK1
JAK3	PDK1
KDR	PDK1
KIT	PDK1
KSR1	PDK1
LATS1	PDK1
LATS2	PDK1
LCK	PDK1
LIMK1	PDK1
LIMK2	PDK1
LRRK1	PDK1
LTK	PDK1
LYN	PDK1
MAP2K1	PDK1
MAP2K2	PDK1
MAP2K3	PDK1
MAP2K4	PDK1
MAP2K5	PDK1
MAP2K6	PDK1
MAP2K7	PDK1
MAP3K1	PDK1
MAP3K3	PDK1
MAP3K4	PDK1
MAP3K5	PDK1
MAP3K6	PDK1
MAP3K7	PDK1
MAP3K8	PDK1
MAP4K4	PDK1
MAPKAPK2	PDK1
MAPKAPK3	PDK1
MAPKAPK5	PDK1
MARK1	PDK1
MARK3	PDK1
MARK4	PDK1
MAST1	PDK1
MAST2	PDK1
MAST3	PDK1
MAST4	PDK1
MASTL	PDK1
MELK	PDK1
MET	PDK1
MLKL	PDK1
MOK	PDK1
MOS	PDK1
MST1	PDK1
MST4	PDK1
NEK1	PDK1
NEK2	PDK1
NEK3	PDK1
NEK6	PDK1
NEK7	PDK1
NEK9	PDK1
NLK	PDK1
NME1	PDK1
NME2	PDK1
NRBP1	PDK1
NRBP2	PDK1
NRK	PDK1
NUAK1	PDK1
OSR1	PDK1
PAK1	PDK1
PAK2	PDK1
PAK3	PDK1
PAK6	PDK1
PASK	PDK1
PBK	PDK1
PDGFRA	PDK1
PDGFRB	PDK1
PIK3CA	PDK1
PIK3CB	PDK1
PIK3CD	PDK1
PIK3CG	PDK1
PIKFYVE	PDK1
PIM1	PDK1
PIM2	PDK1
PIM3	PDK1
PINK1	PDK1
PKD1	PDK1
PKD2	PDK1
PKN1	PDK1
PKN2	PDK1
PKN3	PDK1
PLK1	PDK1
PLK2	PDK1
PLK3	PDK1
PLK4	PDK1
PRKAB1	PDK1
PRKX	PDK1
PRKY	PDK1
PSKH1	PDK1
RAF1	PDK1
RIOK1	PDK1
RIOK2	PDK1
RIOK3	PDK1
RIPK1	PDK1
RIPK2	PDK1
RIPK3	PDK1
RNASEL	PDK1
ROCK1	PDK1
ROCK2	PDK1
ROR1	PDK1
RYK	PDK1
SCYL3	PDK1
SGK1	PDK1
SGK196	PDK1
SGK2	PDK1
SGK223	PDK1
SGK3	PDK1
SIK1	PDK1
SLK	PDK1
SPEG	PDK1
SRC	PDK1
SRM	PDK1
SRPK1	PDK1
SRPK2	PDK1
SYK	PDK1
TAF1	PDK1
TBCK	PDK1
TBK1	PDK1
TEC	PDK1
TESK1	PDK1
TESK2	PDK1
TGFBR1	PDK1
TGFBR2	PDK1
TGM2	PDK1
TIE1	PDK1
TLK1	PDK1
TLK2	PDK1
TNIK	PDK1
TNK1	PDK1
TRIO	PDK1
TRRAP	PDK1
TTBK2	PDK1
TTK	PDK1
TTN	PDK1
TXK	PDK1
TYK2	PDK1
TYRO3	PDK1
ULK1	PDK1
ULK2	PDK1
VRK1	PDK1
VRK2	PDK1
VRK3	PDK1
WEE1	PDK1
WNK1	PDK1
WNK3	PDK1
WNK4	PDK1
ZAK	PDK1
ZAP70	PDK1
GCN2	PEK
HRI	PEK
HRIPS	PEK
PKR	PEK
CCRK	PFTAIRE1
CDC2	PFTAIRE1
CDK10	PFTAIRE1
CDK11A	PFTAIRE1
CDK19	PFTAIRE1
CDK2	PFTAIRE1
CDK3	PFTAIRE1
CDK4	PFTAIRE1
CDK4PS	PFTAIRE1
CDK5	PFTAIRE1
CDK5PS	PFTAIRE1
CDK6	PFTAIRE1
CDK7	PFTAIRE1
CDK7PS	PFTAIRE1
CDK8	PFTAIRE1
CDK8PS	PFTAIRE1
CDK9	PFTAIRE1
CHED	PFTAIRE1
CRK7	PFTAIRE1
PCTAIRE1	PFTAIRE1
PCTAIRE2	PFTAIRE1
PCTAIRE3	PFTAIRE1
PFTAIRE2	PFTAIRE1
CCRK	PFTAIRE2
CDC2	PFTAIRE2
CDK10	PFTAIRE2
CDK11A	PFTAIRE2
CDK19	PFTAIRE2
CDK2	PFTAIRE2
CDK3	PFTAIRE2
CDK4	PFTAIRE2
CDK4PS	PFTAIRE2
CDK5	PFTAIRE2
CDK5PS	PFTAIRE2
CDK6	PFTAIRE2
CDK7	PFTAIRE2
CDK7PS	PFTAIRE2
CDK8	PFTAIRE2
CDK8PS	PFTAIRE2
CDK9	PFTAIRE2
CHED	PFTAIRE2
CRK7	PFTAIRE2
PCTAIRE1	PFTAIRE2
PCTAIRE2	PFTAIRE2
PCTAIRE3	PFTAIRE2
PFTAIRE1	PFTAIRE2
AAK1	PHKG1
ABL1	PHKG1
ADCK3	PHKG1
AKT1	PHKG1
AKT2	PHKG1
AKT3	PHKG1
ARAF	PHKG1
AXL	PHKG1
BCKDK	PHKG1
BLK	PHKG1
BRAF	PHKG1
BRD2	PHKG1
CAMK2A	PHKG1
CAMK2B	PHKG1
CAMK2D	PHKG1
CAMK2G	PHKG1
CAMK4	PHKG1
CAMKK2	PHKG1
CDC7	PHKG1
CDK11B	PHKG1
CDK16	PHKG1
CDK5	PHKG1
CLK1	PHKG1
CSNK2B	PHKG1
DDR1	PHKG1
DYRK1A	PHKG1
DYRK1B	PHKG1
EGFR	PHKG1
ENPP3	PHKG1
EPHA2	PHKG1
EPHA5	PHKG1
EPHB3	PHKG1
ERBB2	PHKG1
ERBB3	PHKG1
ERBB4	PHKG1
FGFR4	PHKG1
FGR	PHKG1
FYN	PHKG1
GCK	PHKG1
GSK3B	PHKG1
HCK	PHKG1
HIPK3	PHKG1
IGF1R	PHKG1
INSR	PHKG1
JAK2	PHKG1
KIT	PHKG1
LCK	PHKG1
LIMK1	PHKG1
MAK	PHKG1
MAP2K1	PHKG1
MAP2K2	PHKG1
MAP2K3	PHKG1
MAP2K5	PHKG1
MAPKAPK3	PHKG1
MARK2	PHKG1
MOS	PHKG1
MUSK	PHKG1
PAK3	PHKG1
PDGFRA	PHKG1
PDGFRB	PHKG1
PHKG1PS1	PHKG1
PHKG1PS2	PHKG1
PHKG1PS3	PHKG1
PHKG2	PHKG1
PIK3CA	PHKG1
PIK3CB	PHKG1
PIK3CD	PHKG1
PIK3CG	PHKG1
PIM1	PHKG1
PLK3	PHKG1
PRKAB1	PHKG1
PRKX	PHKG1
RAF1	PHKG1
RET	PHKG1
RIOK1	PHKG1
RIPK1	PHKG1
RYK	PHKG1
SGK1	PHKG1
SLK	PHKG1
SYK	PHKG1
TAF1	PHKG1
TGFBR2	PHKG1
TGM2	PHKG1
ULK1	PHKG1
WEE1	PHKG1
PHKG1	PHKG1PS1
PHKG1PS2	PHKG1PS1
PHKG1PS3	PHKG1PS1
PHKG2	PHKG1PS1
PHKG1	PHKG1PS2
PHKG1PS1	PHKG1PS2
PHKG1PS3	PHKG1PS2
PHKG2	PHKG1PS2
PHKG1	PHKG1PS3
PHKG1PS1	PHKG1PS3
PHKG1PS2	PHKG1PS3
PHKG2	PHKG1PS3
ABL1	PHKG2
AKT1	PHKG2
AKT2	PHKG2
AKT3	PHKG2
ARAF	PHKG2
AXL	PHKG2
BAZ1B	PHKG2
BCKDK	PHKG2
BRAF	PHKG2
BRD2	PHKG2
BRD4	PHKG2
BRDT	PHKG2
BRSK1	PHKG2
BUB1	PHKG2
CAMK1D	PHKG2
CAMK2A	PHKG2
CAMK2B	PHKG2
CAMK2D	PHKG2
CAMK2G	PHKG2
CAMK4	PHKG2
CDK11A	PHKG2
CDK12	PHKG2
CDK14	PHKG2
CDK16	PHKG2
CDK2	PHKG2
CDK3	PHKG2
CDK4	PHKG2
CDK5	PHKG2
CLK1	PHKG2
CLK2	PHKG2
CSNK2B	PHKG2
DDR2	PHKG2
DYRK4	PHKG2
EGFR	PHKG2
ENPP3	PHKG2
EPHA7	PHKG2
EPHB3	PHKG2
ERBB2	PHKG2
ERBB3	PHKG2
ERBB4	PHKG2
FGFR3	PHKG2
FGR	PHKG2
FLT1	PHKG2
GCK	PHKG2
GSK3B	PHKG2
HIPK1	PHKG2
IGF1R	PHKG2
INSR	PHKG2
IRAK4	PHKG2
JAK2	PHKG2
KSR1	PHKG2
LIMK2	PHKG2
MAP2K1	PHKG2
MAP2K2	PHKG2
MAP2K3	PHKG2
MAP2K5	PHKG2
MAP2K6	PHKG2
MAP3K3	PHKG2
MAP3K5	PHKG2
MAP3K6	PHKG2
MARK2	PHKG2
MAST2	PHKG2
MST1	PHKG2
MST4	PHKG2
NEK1	PHKG2
NEK2	PHKG2
NEK7	PHKG2
PAK1	PHKG2
PAK6	PHKG2
PDGFRA	PHKG2
PDGFRB	PHKG2
PHKG1	PHKG2
PHKG1PS1	PHKG2
PHKG1PS2	PHKG2
PHKG1PS3	PHKG2
PIK3CA	PHKG2
PIK3CB	PHKG2
PIK3CD	PHKG2
PIK3CG	PHKG2
PIKFYVE	PHKG2
PKN1	PHKG2
PLK1	PHKG2
PLK2	PHKG2
PRKAB1	PHKG2
PRKX	PHKG2
RAF1	PHKG2
RIOK2	PHKG2
ROCK1	PHKG2
SGK1	PHKG2
SMG1	PHKG2
SNRK	PHKG2
SRM	PHKG2
SRPK1	PHKG2
SRPK2	PHKG2
TAF1	PHKG2
TGFBR2	PHKG2
TGM2	PHKG2
TLK1	PHKG2
TLK2	PHKG2
TNK1	PHKG2
TRRAP	PHKG2
TTK	PHKG2
TYK2	PHKG2
ULK1	PHKG2
WEE1	PHKG2
WNK1	PHKG2
AAK1	PIK3CA
ABL1	PIK3CA
ABL2	PIK3CA
ACTR2	PIK3CA
AKT1	PIK3CA
AKT2	PIK3CA
AKT3	PIK3CA
ALK	PIK3CA
ARAF	PIK3CA
ATM	PIK3CA
ATR	PIK3CA
BAZ1B	PIK3CA
BCR	PIK3CA
BLK	PIK3CA
BMPR1A	PIK3CA
BMPR2	PIK3CA
BMX	PIK3CA
BRAF	PIK3CA
BRD2	PIK3CA
BRD4	PIK3CA
BRDT	PIK3CA
BTK	PIK3CA
BUB1	PIK3CA
CAMK1G	PIK3CA
CAMK2A	PIK3CA
CAMK2B	PIK3CA
CAMK2D	PIK3CA
CAMK2G	PIK3CA
CAMK4	PIK3CA
CAMKK2	PIK3CA
CDK13	PIK3CA
CDK19	PIK3CA
CDK2	PIK3CA
CDK4	PIK3CA
CDK5	PIK3CA
CDK6	PIK3CA
CDK7	PIK3CA
CDK8	PIK3CA
CDKL2	PIK3CA
CDKL3	PIK3CA
CDKL5	PIK3CA
CLK1	PIK3CA
CLK4	PIK3CA
COL4A3BP	PIK3CA
CSK	PIK3CA
CSNK2B	PIK3CA
DAPK1	PIK3CA
DAPK2	PIK3CA
DAPK3	PIK3CA
DYRK1B	PIK3CA
DYRK3	PIK3CA
DYRK4	PIK3CA
EEF2K	PIK3CA
EGFR	PIK3CA
EPHA2	PIK3CA
EPHA7	PIK3CA
EPHB1	PIK3CA
EPHB2	PIK3CA
EPHB3	PIK3CA
EPHB4	PIK3CA
ERBB2	PIK3CA
ERBB3	PIK3CA
ERBB4	PIK3CA
FASTK	PIK3CA
FER	PIK3CA
FES	PIK3CA
FGFR1	PIK3CA
FGFR2	PIK3CA
FGFR3	PIK3CA
FGFR4	PIK3CA
FGR	PIK3CA
FLT1	PIK3CA
FLT3	PIK3CA
FLT4	PIK3CA
FRK	PIK3CA
FYN	PIK3CA
GCK	PIK3CA
GSK3A	PIK3CA
GSK3B	PIK3CA
GTF2F1	PIK3CA
HCK	PIK3CA
HIPK2	PIK3CA
HIPK3	PIK3CA
HSPA5	PIK3CA
IGF1R	PIK3CA
ILK	PIK3CA
INSR	PIK3CA
IRAK1	PIK3CA
IRAK2	PIK3CA
IRAK3	PIK3CA
IRAK4	PIK3CA
ITK	PIK3CA
JAK1	PIK3CA
JAK2	PIK3CA
JAK3	PIK3CA
KDR	PIK3CA
KIT	PIK3CA
KSR1	PIK3CA
LATS2	PIK3CA
LCK	PIK3CA
LIMK1	PIK3CA
LIMK2	PIK3CA
LYN	PIK3CA
MAP2K1	PIK3CA
MAP2K2	PIK3CA
MAP2K3	PIK3CA
MAP2K4	PIK3CA
MAP2K5	PIK3CA
MAP2K6	PIK3CA
MAP2K7	PIK3CA
MAP3K1	PIK3CA
MAP3K2	PIK3CA
MAP3K3	PIK3CA
MAP3K5	PIK3CA
MAP3K7	PIK3CA
MAP3K8	PIK3CA
MAP4K4	PIK3CA
MAPKAPK2	PIK3CA
MAPKAPK3	PIK3CA
MAPKAPK5	PIK3CA
MARK1	PIK3CA
MARK3	PIK3CA
MAST4	PIK3CA
MELK	PIK3CA
MET	PIK3CA
MLKL	PIK3CA
MOS	PIK3CA
MST1	PIK3CA
MUSK	PIK3CA
NEK1	PIK3CA
NEK2	PIK3CA
NEK3	PIK3CA
NEK4	PIK3CA
NEK6	PIK3CA
NEK7	PIK3CA
NLK	PIK3CA
NME1	PIK3CA
NUAK1	PIK3CA
OBSCN	PIK3CA
PAK1	PIK3CA
PAK2	PIK3CA
PAK3	PIK3CA
PAK4	PIK3CA
PAK6	PIK3CA
PBK	PIK3CA
PDGFRA	PIK3CA
PDGFRB	PIK3CA
PDK1	PIK3CA
PHKG1	PIK3CA
PHKG2	PIK3CA
PIK3CB	PIK3CA
PIK3CD	PIK3CA
PIK3CG	PIK3CA
PIK3R4	PIK3CA
PIKFYVE	PIK3CA
PIM1	PIK3CA
PIM2	PIK3CA
PKD1	PIK3CA
PKD2	PIK3CA
PKN1	PIK3CA
PKN2	PIK3CA
PLK1	PIK3CA
PLK2	PIK3CA
PLK3	PIK3CA
PLK4	PIK3CA
PRKAB1	PIK3CA
PRKX	PIK3CA
PSKH1	PIK3CA
RAF1	PIK3CA
RET	PIK3CA
RIOK1	PIK3CA
RIOK2	PIK3CA
RIOK3	PIK3CA
RIPK1	PIK3CA
RIPK2	PIK3CA
RIPK3	PIK3CA
RNASEL	PIK3CA
ROCK1	PIK3CA
ROCK2	PIK3CA
ROR1	PIK3CA
RYK	PIK3CA
SCYL2	PIK3CA
SCYL3	PIK3CA
SGK1	PIK3CA
SGK3	PIK3CA
SIK1	PIK3CA
SLK	PIK3CA
SNRK	PIK3CA
SPEG	PIK3CA
SRC	PIK3CA
SRPK1	PIK3CA
SYK	PIK3CA
TBK1	PIK3CA
TEC	PIK3CA
TESK1	PIK3CA
TGFBR1	PIK3CA
TGFBR2	PIK3CA
TGM2	PIK3CA
TLK1	PIK3CA
TNIK	PIK3CA
TRIO	PIK3CA
TTBK2	PIK3CA
TTK	PIK3CA
TXK	PIK3CA
TYK2	PIK3CA
ULK1	PIK3CA
ULK2	PIK3CA
ULK3	PIK3CA
VRK1	PIK3CA
WEE1	PIK3CA
WNK1	PIK3CA
ZAK	PIK3CA
ZAP70	PIK3CA
AAK1	PIK3CB
ABL1	PIK3CB
ABL2	PIK3CB
ACTR2	PIK3CB
AKT1	PIK3CB
AKT2	PIK3CB
AKT3	PIK3CB
ARAF	PIK3CB
ATM	PIK3CB
ATR	PIK3CB
AXL	PIK3CB
BAZ1B	PIK3CB
BCR	PIK3CB
BLK	PIK3CB
BMPR1A	PIK3CB
BMPR2	PIK3CB
BRAF	PIK3CB
BRD2	PIK3CB
BRD3	PIK3CB
BRDT	PIK3CB
BTK	PIK3CB
BUB1	PIK3CB
CAMK2A	PIK3CB
CAMK2B	PIK3CB
CAMK2D	PIK3CB
CAMK2G	PIK3CB
CAMK4	PIK3CB
CAMKK1	PIK3CB
CASK	PIK3CB
CDC7	PIK3CB
CDK13	PIK3CB
CDK19	PIK3CB
CDK2	PIK3CB
CDK4	PIK3CB
CDK5	PIK3CB
CDK6	PIK3CB
CDK7	PIK3CB
CDK8	PIK3CB
CDKL3	PIK3CB
CDKL5	PIK3CB
CLK3	PIK3CB
COL4A3BP	PIK3CB
CSK	PIK3CB
CSNK2B	PIK3CB
DAPK1	PIK3CB
DAPK2	PIK3CB
DAPK3	PIK3CB
DYRK1A	PIK3CB
DYRK2	PIK3CB
DYRK3	PIK3CB
EEF2K	PIK3CB
EGFR	PIK3CB
EPHA1	PIK3CB
EPHA2	PIK3CB
EPHA4	PIK3CB
EPHA5	PIK3CB
EPHA7	PIK3CB
EPHB2	PIK3CB
EPHB6	PIK3CB
ERBB2	PIK3CB
ERBB3	PIK3CB
ERBB4	PIK3CB
FES	PIK3CB
FGFR1	PIK3CB
FGFR2	PIK3CB
FGFR3	PIK3CB
FGFR4	PIK3CB
FGR	PIK3CB
FLT1	PIK3CB
FLT3	PIK3CB
FLT4	PIK3CB
FRK	PIK3CB
FYN	PIK3CB
GAK	PIK3CB
GCK	PIK3CB
GSK3A	PIK3CB
GSK3B	PIK3CB
GTF2F1	PIK3CB
HCK	PIK3CB
HIPK1	PIK3CB
HIPK2	PIK3CB
HIPK3	PIK3CB
HSPA5	PIK3CB
IGF1R	PIK3CB
ILK	PIK3CB
INSR	PIK3CB
IRAK1	PIK3CB
IRAK2	PIK3CB
IRAK3	PIK3CB
IRAK4	PIK3CB
ITK	PIK3CB
JAK1	PIK3CB
JAK2	PIK3CB
JAK3	PIK3CB
KDR	PIK3CB
KIT	PIK3CB
KSR1	PIK3CB
LCK	PIK3CB
LIMK1	PIK3CB
LIMK2	PIK3CB
LTK	PIK3CB
LYN	PIK3CB
MAP2K1	PIK3CB
MAP2K2	PIK3CB
MAP2K3	PIK3CB
MAP2K4	PIK3CB
MAP2K5	PIK3CB
MAP2K6	PIK3CB
MAP2K7	PIK3CB
MAP3K1	PIK3CB
MAP3K2	PIK3CB
MAP3K3	PIK3CB
MAP3K4	PIK3CB
MAP3K5	PIK3CB
MAP3K7	PIK3CB
MAP3K8	PIK3CB
MAP4K4	PIK3CB
MAPKAPK2	PIK3CB
MAPKAPK3	PIK3CB
MAPKAPK5	PIK3CB
MARK3	PIK3CB
MASTL	PIK3CB
MELK	PIK3CB
MET	PIK3CB
MLKL	PIK3CB
MOS	PIK3CB
NEK2	PIK3CB
NEK4	PIK3CB
NEK6	PIK3CB
NEK7	PIK3CB
NEK9	PIK3CB
NLK	PIK3CB
NME1	PIK3CB
NME2	PIK3CB
NRBP1	PIK3CB
NUAK1	PIK3CB
OBSCN	PIK3CB
PAK1	PIK3CB
PAK2	PIK3CB
PAK3	PIK3CB
PAK4	PIK3CB
PAK6	PIK3CB
PASK	PIK3CB
PBK	PIK3CB
PDGFRA	PIK3CB
PDGFRB	PIK3CB
PDK1	PIK3CB
PHKG1	PIK3CB
PHKG2	PIK3CB
PIK3CA	PIK3CB
PIK3CD	PIK3CB
PIK3CG	PIK3CB
PIK3R4	PIK3CB
PIKFYVE	PIK3CB
PIM1	PIK3CB
PIM2	PIK3CB
PKN1	PIK3CB
PKN2	PIK3CB
PLK1	PIK3CB
PLK2	PIK3CB
PLK3	PIK3CB
PLK4	PIK3CB
PRKAB1	PIK3CB
PRKX	PIK3CB
PSKH1	PIK3CB
RAF1	PIK3CB
RET	PIK3CB
RIOK2	PIK3CB
RIOK3	PIK3CB
RIPK1	PIK3CB
RIPK2	PIK3CB
RIPK3	PIK3CB
RNASEL	PIK3CB
ROCK1	PIK3CB
ROCK2	PIK3CB
ROR1	PIK3CB
RYK	PIK3CB
SGK1	PIK3CB
SLK	PIK3CB
SMG1	PIK3CB
SNRK	PIK3CB
SRC	PIK3CB
SRM	PIK3CB
SRPK1	PIK3CB
SRPK2	PIK3CB
SYK	PIK3CB
TBK1	PIK3CB
TEC	PIK3CB
TESK1	PIK3CB
TESK2	PIK3CB
TGFBR1	PIK3CB
TGFBR2	PIK3CB
TGM2	PIK3CB
TIE1	PIK3CB
TLK1	PIK3CB
TLK2	PIK3CB
TNIK	PIK3CB
TNK1	PIK3CB
TRIO	PIK3CB
TRRAP	PIK3CB
TTK	PIK3CB
TTN	PIK3CB
TXK	PIK3CB
TYK2	PIK3CB
ULK1	PIK3CB
ULK2	PIK3CB
ULK3	PIK3CB
VRK1	PIK3CB
VRK2	PIK3CB
WEE1	PIK3CB
ZAK	PIK3CB
ZAP70	PIK3CB
AAK1	PIK3CD
ABL1	PIK3CD
ABL2	PIK3CD
ACTR2	PIK3CD
ADCK1	PIK3CD
ADCK3	PIK3CD
AKT1	PIK3CD
AKT2	PIK3CD
AKT3	PIK3CD
ALK	PIK3CD
ARAF	PIK3CD
ATM	PIK3CD
ATR	PIK3CD
AXL	PIK3CD
BAZ1B	PIK3CD
BCR	PIK3CD
BLK	PIK3CD
BMPR1A	PIK3CD
BMPR2	PIK3CD
BMX	PIK3CD
BRAF	PIK3CD
BRD2	PIK3CD
BRD3	PIK3CD
BRD4	PIK3CD
BRSK2	PIK3CD
BTK	PIK3CD
BUB1	PIK3CD
CAMK1D	PIK3CD
CAMK1G	PIK3CD
CAMK2A	PIK3CD
CAMK2B	PIK3CD
CAMK2D	PIK3CD
CAMK2G	PIK3CD
CAMK4	PIK3CD
CAMKK2	PIK3CD
CASK	PIK3CD
CDC7	PIK3CD
CDK10	PIK3CD
CDK11B	PIK3CD
CDK13	PIK3CD
CDK14	PIK3CD
CDK16	PIK3CD
CDK19	PIK3CD
CDK2	PIK3CD
CDK20	PIK3CD
CDK4	PIK3CD
CDK6	PIK3CD
CDK7	PIK3CD
CDK8	PIK3CD
CDK9	PIK3CD
CDKL1	PIK3CD
CDKL3	PIK3CD
CDKL5	PIK3CD
CLK1	PIK3CD
CLK2	PIK3CD
CLK3	PIK3CD
CLK4	PIK3CD
COL4A3BP	PIK3CD
CSK	PIK3CD
DAPK1	PIK3CD
DAPK2	PIK3CD
DAPK3	PIK3CD
DDR1	PIK3CD
DDR2	PIK3CD
DYRK1A	PIK3CD
DYRK2	PIK3CD
DYRK3	PIK3CD
DYRK4	PIK3CD
EGFR	PIK3CD
EPHA2	PIK3CD
EPHA3	PIK3CD
EPHA4	PIK3CD
EPHA5	PIK3CD
EPHA6	PIK3CD
EPHA8	PIK3CD
EPHB2	PIK3CD
EPHB4	PIK3CD
EPHB6	PIK3CD
ERBB2	PIK3CD
ERBB3	PIK3CD
ERBB4	PIK3CD
FAM20C	PIK3CD
FASTK	PIK3CD
FER	PIK3CD
FGFR1	PIK3CD
FGFR2	PIK3CD
FGFR3	PIK3CD
FGFR4	PIK3CD
FGR	PIK3CD
FLT1	PIK3CD
FLT3	PIK3CD
FLT4	PIK3CD
FYN	PIK3CD
GAK	PIK3CD
GCK	PIK3CD
GSK3A	PIK3CD
GSK3B	PIK3CD
HCK	PIK3CD
HIPK1	PIK3CD
HIPK2	PIK3CD
HIPK3	PIK3CD
HSPA5	PIK3CD
ICK	PIK3CD
IGF1R	PIK3CD
ILK	PIK3CD
INSR	PIK3CD
IRAK1	PIK3CD
IRAK2	PIK3CD
IRAK3	PIK3CD
IRAK4	PIK3CD
ITK	PIK3CD
JAK1	PIK3CD
JAK2	PIK3CD
JAK3	PIK3CD
KDR	PIK3CD
KIT	PIK3CD
KSR1	PIK3CD
LATS1	PIK3CD
LATS2	PIK3CD
LCK	PIK3CD
LIMK1	PIK3CD
LIMK2	PIK3CD
LRRK1	PIK3CD
LTK	PIK3CD
LYN	PIK3CD
MAK	PIK3CD
MAP2K1	PIK3CD
